sentence	label
জাস্ট স্পেন্ট সোমে টাইম ব্রাউসিং থ্রু এ বুকস্টোর/লাইব্রেরি ব্যতীত অন্য স্পেসিফিক বুক ইন মাইন্ড, এটা যেমন একটি peaceful  এবং enjoyableঅভিজ্ঞতা ছিল There's something জাদুকর about being surrounded by so many books and the possibility of discovering a নতুন প্রিয়   मुझे अपना समय निकालना और विभिन्न वर्गों, शैलियों और लेखकों की खोज करना पसंद है। yahaan tak ​​ki agar main kuchh bhee khareedana/udhaar nahin leta hoon, to yah hamesha saahity kee shakti aur padhane kee khushee ka ek bada anusmaarak hai. #bookstoraiadvainturais #librarylovai #dischovairingnaiwbooks #raiadingisfun #bookworm	neutral
मैंने आज रात अपने दोस्तों के साथ खूब मस्ती की और मैं उनके द्वारा मेरे जीवन में लाए गए आनंद के लिए बहुत आभारी हूं Kichutē'i bhālō pēṭa hāsē! Āmāra dinaṭi tairi karāra jan'ya ēbaṁ jībanakē kakhana'i khuba bēśi gurutba sahakārē nā nē'ōẏāra jan'ya āmākē smaraṇa kariẏē dē'ōẏāra jan'ya āmāra hāsikhuśi bandhudēra dhan'yabāda Life can be tough,কিন্তু এই ধরনের মুহূর্তগুলি আমাকে মনে করিয়ে দেয় যে সুখী হওয়ার মতো অনেক কিছু আছে। আপনে দোস্তন কে সাথ এক আছি হাঁসি বনতে জাইসা কুছ না হ্যায়। উন পালোঁ কে মিথ্যা আভারে হুঁ যখন হাম সব এক সাথ আ সকাতে হ্যায় অর বাস মুরখাতাপূর্ন অর খুশ রাহ সকাতে হ্যায় আজ রাতে আমার বন্ধুদের সাথে একটি আশ্চর্যজনক সময় ছিল and my heart is overflowing with gratitude for these amazing people in my life.	positive
Then there is Resident Evil  which was a poorly named sci-fi alien movie	negative
thanks for your suggestions!	neutral
what kind of movies you like ?	positive
the first Annabelle  (2014)  was good to	positive
I expected to hate it	negative
📚💼 একটি কাজের প্রশিক্ষণ বা সেমিনারে যোগদান: Expanding my knowledge and skills! 🌟📚 টুডে, ই হদ্ টি অপর্চুনিটি তো এটেন্ড আ ওয়ার্ক ট্রেনিং ওর সেমিনার, এন্ড , ই'ম লুকিং ফরওয়ার্ড তো এক্সপান্ডিং ময় নলেজ এন্ড স্কিলস ইন ময় ফিল্ড.💼🎓 . माहौल जिज्ञासा और प्रत्याशा में से एक है। 🤝🌱  They share valuable information, practical tips, and relevant examples thatআমি আমার কাজে প্রয়োগ করতে পারি। . 🗣️💡 pratyek prashikshan ya sangoshthee mein bhaag lene ke saath, ham apane kariyar mein saphalata aur vikaas ke lie ek thos aadhaar taiyaar kar rahe hain. 🌟🎓	neutral
It was an amazing film.	positive
but not The Hunger Games  (2012)	neutral
Annihilation  (2018) got pretty good reviews, though it is not a Marvel.	positive
Bye	neutral
"মেরি মাসী নে ইটনে সাল ব্যাড সব কুছ ভূলকে মেরি নানাজি কি সাথ বাতে কিয়ে থি
 আন্তরিক  forgive পাওয়ার পর আজ ক্ষমার power র কথা মনে পড়ল। Today was a beautiful reminder that ক্ষমা এবং পুনর্মিলন are always possible.
 आज का दिन एक खूबसूरत रिमाइंडर था कि माफी मांगने और चीजों को सही करने में कभी देर नहीं होती। ata aschorjojonok je kotota niramoy ghotte pare jokhon kew khoma chayabong songsodhonkore"	positive
